"","state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
"6.3288",1,49,"Alabama","DeKalb County",6,70894,65629,1445,1488,263,528,60916,9978
"6.3421",1,51,"Alabama","Elmore County",6,80808,61564,16972,331,588,88,78609,2199
"6.3554",1,53,"Alabama","Escambia County",6,37893,23679,12160,1310,99,20,37094,799
"6.3687",1,55,"Alabama","Etowah County",6,103962,84559,16139,562,848,295,100217,3745
"6.3820",1,57,"Alabama","Fayette County",6,16909,14639,1964,72,52,1,16653,256
"6.3953",1,59,"Alabama","Franklin County",6,31542,29048,1416,455,111,45,26631,4911
"6.4086",1,61,"Alabama","Geneva County",6,26742,23312,2609,255,100,16,25819,923
"6.4219",1,63,"Alabama","Greene County",6,8718,1619,7005,21,24,0,8636,82
"6.4352",1,65,"Alabama","Hale County",6,15311,6244,8902,28,42,2,15142,169
"6.4485",1,67,"Alabama","Henry County",6,17224,12100,4760,62,102,3,16785,439
"6.4618",1,69,"Alabama","Houston County",6,103626,72928,27353,515,919,79,100280,3346
"6.4751",1,71,"Alabama","Jackson County",6,52944,48604,1800,823,273,61,51491,1453
"6.4884",1,73,"Alabama","Jefferson County",6,659197,357098,281883,2246,10261,389,634338,24859
"6.5017",1,75,"Alabama","Lamar County",6,14203,12369,1593,29,10,2,14001,202
"6.5150",1,77,"Alabama","Lauderdale County",6,92774,80709,9473,436,796,47,90552,2222
"6.5283",1,79,"Alabama","Lawrence County",6,33571,26253,3827,1955,71,7,32863,708
"6.5416",1,81,"Alabama","Lee County",6,151708,108294,35524,591,4838,155,145869,5839
"6.5549",1,83,"Alabama","Limestone County",6,88924,73214,11843,741,1202,153,83843,5081
"6.5682",1,85,"Alabama","Lowndes County",6,10730,2743,7848,31,26,1,10610,120
"6.5815",1,87,"Alabama","Macon County",6,19822,3258,16210,37,59,3,19541,281
"6.5948",1,89,"Alabama","Madison County",6,347073,241429,85081,2902,8857,405,330866,16207
"6.6081",1,91,"Alabama","Marengo County",6,20228,9631,10291,47,60,38,19756,472
"6.6214",1,93,"Alabama","Marion County",6,30305,28476,1266,105,84,20,29563,742
"6.6347",1,95,"Alabama","Marshall County",6,94569,88888,2291,1026,642,244,82526,12043
"6.6480",1,97,"Alabama","Mobile County",6,414560,249867,146184,4025,8101,242,403539,11021
"6.6613",1,99,"Alabama","Monroe County",6,22188,12308,9153,279,90,10,21951,237
"6.6746",1,101,"Alabama","Montgomery County",6,227271,89608,128052,769,5657,237,219515,7756
"6.6879",1,103,"Alabama","Morgan County",6,119628,100211,14900,1272,838,152,110335,9293
"6.7012",1,105,"Alabama","Perry County",6,9978,3076,6769,21,41,5,9843,135
"6.7145",1,107,"Alabama","Pickens County",6,19383,11121,7912,34,62,67,18953,430
"6.7278",1,109,"Alabama","Pike County",6,33682,19769,12393,225,737,39,32921,761
"6.7411",1,111,"Alabama","Randolph County",6,22663,17603,4561,106,79,15,21992,671
"6.7544",1,113,"Alabama","Russell County",6,59430,32008,25105,314,472,153,56541,2889
"6.7677",1,115,"Alabama","St. Clair County",6,86244,75998,8051,327,668,64,84308,1936
"6.7810",1,117,"Alabama","Shelby County",6,204196,172363,24094,749,4274,95,192037,12159
"6.7943",1,119,"Alabama","Sumter County",6,13345,3390,9820,15,50,4,13213,132
"6.8076",1,121,"Alabama","Talladega County",6,81339,53264,26260,310,328,17,79550,1789
"6.8209",1,123,"Alabama","Tallapoosa County",6,41221,29222,11147,150,212,14,40166,1055
"6.8342",1,125,"Alabama","Tuscaloosa County",6,200744,133280,61570,680,2855,149,194308,6436
"6.8475",1,127,"Alabama","Walker County",6,65859,60252,4121,309,232,65,64357,1502
"6.8608",1,129,"Alabama","Washington County",6,16842,11148,4147,1306,22,13,16624,218
"6.8741",1,131,"Alabama","Wilcox County",6,11262,3145,8019,18,12,3,11167,95
"6.8874",1,133,"Alabama","Winston County",6,24187,23336,206,199,69,50,23521,666
"6.9007",2,13,"Alaska","Aleutians East Borough",6,3351,777,361,718,1362,22,2923,428
"6.9140",2,16,"Alaska","Aleutians West Census Area",6,5692,2227,433,771,1865,125,4886,806
"6.9273",2,20,"Alaska","Anchorage Municipality",6,301629,200781,19044,24529,27050,6962,275498,26131
"6.9406",2,50,"Alaska","Bethel Census Area",6,17806,2135,126,14602,178,41,17488,318
"6.9539",2,60,"Alaska","Bristol Bay Borough",6,955,454,0,326,11,3,919,36
"6.9672",2,68,"Alaska","Denali Borough",6,1933,1690,26,71,60,1,1869,64
"6.9805",2,70,"Alaska","Dillingham Census Area",6,4988,909,24,3560,40,8,4852,136
"6.9938",2,90,"Alaska","Fairbanks North Star Borough",6,100807,78291,5609,7166,2993,480,93223,7584
"6.10071",2,100,"Alaska","Haines Borough",6,2569,2077,14,252,27,0,2503,66
"6.10204",2,105,"Alaska","Hoonah-Angoon Census Area",6,2134,1051,12,843,13,2,2033,101
"6.10337",2,110,"Alaska","Juneau City and Borough",6,32626,22885,513,3847,1999,336,30604,2022
"6.10470",2,122,"Alaska","Kenai Peninsula Borough",6,57067,48407,487,4167,745,167,54900,2167
"6.10603",2,130,"Alaska","Ketchikan Gateway Borough",6,13695,9377,119,1925,1011,36,13012,683
"6.10736",2,150,"Alaska","Kodiak Island Borough",6,14115,8154,191,1853,2835,128,12931,1184
"6.10869",2,164,"Alaska","Lake and Peninsula Borough",6,1662,402,13,1081,6,5,1609,53
"6.11002",2,170,"Alaska","Matanuska-Susitna Borough",6,95892,80834,1261,5943,1312,321,91572,4320
"6.11135",2,180,"Alaska","Nome Census Area",6,9884,1721,69,7362,122,14,9691,193
"6.11268",2,185,"Alaska","North Slope Borough",6,9733,3287,115,5137,529,147,9375,358
"6.11401",2,188,"Alaska","Northwest Arctic Borough",6,7697,1004,57,6105,67,14,7565,132
"6.11534",2,195,"Alaska","Petersburg Borough",6,3213,2529,40,294,95,10,3044,169
"6.11667",2,198,"Alaska","Prince of Wales-Hyder Census Area",6,6402,3006,21,2734,42,29,6203,199
"6.11800",2,220,"Alaska","Sitka City and Borough",6,9014,6041,94,1459,566,29,8473,541
"6.11933",2,230,"Alaska","Skagway Municipality",6,1012,905,3,54,7,3,968,44
"6.12066",2,240,"Alaska","Southeast Fairbanks Census Area",6,6969,5606,101,805,85,33,6631,338
"6.12199",2,261,"Alaska","Valdez-Cordova Census Area",6,9770,7258,83,1303,381,64,9321,449
"6.12332",2,270,"Alaska","Wade Hampton Census Area",6,7952,385,19,7334,20,0,7871,81
"6.12465",2,275,"Alaska","Wrangell City and Borough",6,2404,1738,8,384,40,1,2354,50
"6.12598",2,282,"Alaska","Yakutat City and Borough",6,634,247,14,233,30,11,612,22
"6.12731",2,290,"Alaska","Yukon-Koyukuk Census Area",6,5654,1279,26,4034,17,9,5553,101
"6.12864",4,1,"Arizona","Apache County",6,71867,17003,519,52792,289,33,67342,4525
"6.12997",4,3,"Arizona","Cochise County",6,129744,114167,6020,2234,2792,519,85492,44252
"6.13130",4,5,"Arizona","Coconino County",6,136690,90667,2126,37623,2340,262,117806,18884
"6.13263",4,7,"Arizona","Gila County",6,53063,42679,438,8675,387,63,43249,9814
"6.13396",4,9,"Arizona","Graham County",6,37435,30448,753,5290,232,80,25584,11851
"6.13529",4,11,"Arizona","Greenlee County",6,8944,8199,161,310,66,11,4731,4213
"6.13662",4,12,"Arizona","La Paz County",6,20331,15830,213,3543,156,20,15214,5117
"6.13795",4,13,"Arizona","Maricopa County",6,4013164,3397288,227043,109271,160747,10920,2806293,1206871
"6.13928",4,15,"Arizona","Mohave County",6,202855,187039,2611,5868,2398,451,171241,31614
"6.14061",4,17,"Arizona","Navajo County",6,107346,54994,1311,48169,687,102,95493,11853
"6.14194",4,19,"Arizona","Pima County",6,998050,855462,40312,42279,30145,2266,641202,356848
"6.14327",4,21,"Arizona","Pinal County",6,390965,325657,18893,26653,7266,1723,276989,113976
"6.14460",4,23,"Arizona","Santa Cruz County",6,47121,45437,376,596,312,53,8117,39004
"6.14593",4,25,"Arizona","Yavapai County",6,215389,202056,1839,4557,2124,309,185173,30216
"6.14726",4,27,"Arizona","Yuma County",6,202033,184689,5350,4468,3031,497,78131,123902
"6.14859",5,1,"Arkansas","Arkansas County",6,18820,13661,4654,66,170,3,18284,536
"6.14992",5,3,"Arkansas","Ashley County",6,21252,15249,5497,154,53,15,20171,1081
"6.15125",5,5,"Arkansas","Baxter County",6,40996,39759,131,279,241,18,40188,808
"6.15258",5,7,"Arkansas","Benton County",6,237301,214001,4373,4492,8183,932,199423,37878
"6.15391",5,9,"Arkansas","Boone County",6,37389,36074,151,292,196,23,36539,850
"6.15524",5,11,"Arkansas","Bradley County",6,11192,7717,3060,207,43,3,9633,1559
"6.15657",5,13,"Arkansas","Calhoun County",6,5219,3977,1126,25,15,1,5032,187
"6.15790",5,15,"Arkansas","Carroll County",6,27760,26333,197,350,226,132,23771,3989
"6.15923",5,17,"Arkansas","Chicot County",6,11338,4927,6198,44,56,4,10725,613
"6.16056",5,19,"Arkansas","Clark County",6,22697,16606,5480,131,155,6,21689,1008
"6.16189",5,21,"Arkansas","Clay County",6,15294,14926,86,58,28,1,15032,262
"6.16322",5,23,"Arkansas","Cleburne County",6,25656,24903,119,203,68,10,25040,616
"6.16455",5,25,"Arkansas","Cleveland County",6,8562,7411,1008,32,14,4,8391,171
"6.16588",5,27,"Arkansas","Columbia County",6,24266,14829,8801,121,208,11,23622,644
"6.16721",5,29,"Arkansas","Conway County",6,21176,18031,2429,177,101,5,20377,799
"6.16854",5,31,"Arkansas","Craighead County",6,101647,84008,14313,540,1130,55,96988,4659
"6.16987",5,33,"Arkansas","Crawford County",6,61658,56569,909,1507,989,34,57551,4107
"6.17120",5,35,"Arkansas","Crittenden County",6,49758,23008,25660,173,315,18,48641,1117
"6.17253",5,37,"Arkansas","Cross County",6,17504,13132,4005,57,90,4,17190,314
"6.17386",5,39,"Arkansas","Dallas County",6,7921,4446,3315,38,13,1,7702,219
"6.17519",5,41,"Arkansas","Desha County",6,12492,6232,6032,46,47,17,11919,573
"6.17652",5,43,"Arkansas","Drew County",6,18728,13058,5248,68,140,6,18191,537
"6.17785",5,45,"Arkansas","Faulkner County",6,119390,101451,13272,834,1463,82,114559,4831
"6.17918",5,47,"Arkansas","Franklin County",6,17945,17085,162,229,170,20,17434,511
"6.18051",5,49,"Arkansas","Fulton County",6,12227,11857,56,83,32,4,12088,139
"6.18184",5,51,"Arkansas","Garland County",6,97065,85161,8195,672,779,69,91948,5117
"6.18317",5,53,"Arkansas","Grant County",6,18046,17145,481,97,63,9,17608,438
"6.18450",5,55,"Arkansas","Greene County",6,43072,41801,333,220,130,12,41938,1134
"6.18583",5,57,"Arkansas","Hempstead County",6,22398,15063,6640,139,114,31,19585,2813
"6.18716",5,59,"Arkansas","Hot Spring County",6,33440,28702,3822,193,116,19,32391,1049
"6.18849",5,61,"Arkansas","Howard County",6,13544,10245,2873,139,91,17,12119,1425
"6.18982",5,63,"Arkansas","Independence County",6,36843,34866,822,247,290,75,34633,2210
"6.19115",5,65,"Arkansas","Izard County",6,13364,12792,198,136,43,3,13136,228
"6.19248",5,67,"Arkansas","Jackson County",6,17664,14125,3067,116,66,21,17190,474
"6.19381",5,69,"Arkansas","Jefferson County",6,73084,30591,40547,280,631,75,71718,1366
"6.19514",5,71,"Arkansas","Johnson County",6,25887,24243,548,311,298,30,22451,3436
"6.19647",5,73,"Arkansas","Lafayette County",6,7245,4405,2719,27,34,0,7108,137
"6.19780",5,75,"Arkansas","Lawrence County",6,17061,16603,152,73,36,4,16858,203
"6.19913",5,77,"Arkansas","Lee County",6,10041,4323,5470,56,47,2,9791,250
"6.20046",5,79,"Arkansas","Lincoln County",6,14043,9542,4228,63,41,1,13559,484
"6.20179",5,81,"Arkansas","Little River County",6,12741,9676,2521,216,46,7,12340,401
"6.20312",5,83,"Arkansas","Logan County",6,22076,20724,325,248,395,4,21507,569
"6.20445",5,85,"Arkansas","Lonoke County",6,70834,64132,4324,470,664,61,68101,2733
"6.20578",5,87,"Arkansas","Madison County",6,15721,15035,58,252,101,35,14878,843
"6.20711",5,89,"Arkansas","Marion County",6,16427,15897,62,141,44,10,16044,383
"6.20844",5,91,"Arkansas","Miller County",6,43380,31285,10714,339,236,24,42098,1282
"6.20977",5,93,"Arkansas","Mississippi County",6,44734,28214,15453,203,246,15,43017,1717
"6.21110",5,95,"Arkansas","Monroe County",6,7667,4349,3096,52,50,1,7516,151
"6.21243",5,97,"Arkansas","Montgomery County",6,9216,8784,51,103,68,3,8894,322
"6.21376",5,99,"Arkansas","Nevada County",6,8789,5882,2703,42,28,4,8501,288
"6.21509",5,101,"Arkansas","Newton County",6,8068,7727,15,109,24,1,7941,127
"6.21642",5,103,"Arkansas","Ouachita County",6,25013,14359,10001,93,112,12,24522,491
"6.21775",5,105,"Arkansas","Perry County",6,10344,9826,226,80,19,2,10048,296
"6.21908",5,107,"Arkansas","Phillips County",6,20426,7380,12668,69,76,2,20098,328
"6.22041",5,109,"Arkansas","Pike County",6,11126,10399,368,112,74,4,10393,733
"6.22174",5,111,"Arkansas","Poinsett County",6,24222,21821,1893,70,73,9,23583,639
"6.22307",5,113,"Arkansas","Polk County",6,20354,19279,103,376,116,9,19104,1250
"6.22440",5,115,"Arkansas","Pope County",6,62747,58067,1989,609,721,52,57649,5098
"6.22573",5,117,"Arkansas","Prairie County",6,8360,7228,1000,31,9,4,8268,92
"6.22706",5,119,"Arkansas","Pulaski County",6,391536,232898,139733,2138,8672,249,368379,23157
"6.22839",5,121,"Arkansas","Randolph County",6,17634,17097,165,81,62,5,17311,323
"6.22972",5,123,"Arkansas","St. Francis County",6,27302,12198,14350,192,158,12,26101,1201
"6.23105",5,125,"Arkansas","Saline County",6,114185,103744,6978,675,1147,63,109545,4640
"6.23238",5,127,"Arkansas","Scott County",6,10914,9941,81,260,390,4,10101,813
"6.23371",5,129,"Arkansas","Searcy County",6,7990,7644,25,107,16,1,7833,157
"6.23504",5,131,"Arkansas","Sebastian County",6,127118,105625,8522,2870,5583,301,110508,16610
"6.23637",5,133,"Arkansas","Sevier County",6,17342,15490,763,567,86,44,11744,5598
"6.23770",5,135,"Arkansas","Sharp County",6,17068,16374,128,184,64,3,16714,354
"6.23903",5,137,"Arkansas","Stone County",6,12533,12127,36,99,55,4,12336,197
"6.24036",5,139,"Arkansas","Union County",6,40675,26304,13260,201,296,20,39210,1465
"6.24169",5,141,"Arkansas","Van Buren County",6,16965,16316,112,151,59,3,16484,481
"6.24302",5,143,"Arkansas","Washington County",6,216753,189926,7353,3197,5500,5230,181828,34925
"6.24435",5,145,"Arkansas","White County",6,78661,72614,3539,510,486,54,75412,3249
"6.24568",5,147,"Arkansas","Woodruff County",6,7052,4990,1906,22,15,5,6936,116
"6.24701",5,149,"Arkansas","Yell County",6,21807,20527,424,207,339,17,17667,4140
"6.24834",6,1,"California","Alameda County",6,1583226,822966,196321,18056,448684,15486,1224545,358681
"6.24967",6,3,"California","Alpine County",6,1150,823,5,278,10,0,1044,106
"6.25100",6,5,"California","Amador County",6,36602,33264,774,790,487,89,31940,4662
"6.25233",6,7,"California","Butte County",6,222420,193307,3922,5447,9988,601,188585,33835
"6.25366",6,9,"California","Calaveras County",6,44614,41099,431,802,659,90,39625,4989
"6.25499",6,11,"California","Colusa County",6,21432,19665,261,567,370,117,9092,12340
"6.25632",6,13,"California","Contra Costa County",6,1095980,743380,105261,10795,175375,6305,822531,273449
"6.25765",6,15,"California","Del Norte County",6,27827,21891,1026,2533,1020,49,22530,5297
"6.25898",6,17,"California","El Dorado County",6,181542,163671,1671,2403,7131,366,158868,22674
"6.26031",6,19,"California","Fresno County",6,956102,740194,56115,28601,100843,2472,462808,493294
"6.26164",6,21,"California","Glenn County",6,27914,25159,314,841,809,47,16876,11038
"6.26297",6,23,"California","Humboldt County",6,134620,113443,1781,8376,3496,428,120455,14165
"6.26430",6,25,"California","Imperial County",6,177517,159275,6113,4563,4140,350,32169,145348
"6.26563",6,27,"California","Inyo County",6,18423,15029,166,2356,280,26,14635,3788
"6.26696",6,29,"California","Kern County",6,865923,717848,54261,22764,42881,2291,424845,441078
"6.26829",6,31,"California","Kings County",6,150862,122873,11177,4503,6490,501,71326,79536
"6.26962",6,33,"California","Lake County",6,63843,56130,1292,2639,861,162,52046,11797
"6.27095",6,35,"California","Lassen County",6,32212,26371,2742,1341,456,198,26328,5884
"6.27228",6,37,"California","Los Angeles County",6,10053995,7184520,926084,147845,1469805,37724,5201074,4852921
"6.27361",6,39,"California","Madera County",6,152165,131513,6069,6890,3667,385,67266,84899
"6.27494",6,41,"California","Marin County",6,258821,223005,7480,2739,15512,665,217921,40900
"6.27627",6,43,"California","Mariposa County",6,17758,16030,188,585,251,30,16005,1753
"6.27760",6,45,"California","Mendocino County",6,87471,75779,835,5480,1814,207,66816,20655
"6.27893",6,47,"California","Merced County",6,263481,216240,10964,6408,21110,969,113549,149932
"6.28026",6,49,"California","Modoc County",6,9112,8122,101,460,98,30,7765,1347
"6.28159",6,51,"California","Mono County",6,14016,12889,102,396,237,33,10171,3845
"6.28292",6,53,"California","Monterey County",6,429123,354537,15345,11441,29497,2550,184970,244153
"6.28425",6,55,"California","Napa County",6,140580,119663,3198,1754,11076,520,93751,46829
"6.28558",6,57,"California","Nevada County",6,98262,92142,521,1181,1360,144,89438,8824
"6.28691",6,59,"California","Orange County",6,3121854,2310621,64562,33359,601142,12083,2053961,1067893
"6.28824",6,61,"California","Placer County",6,367339,316830,6131,3967,25151,918,318240,49099
"6.28957",6,63,"California","Plumas County",6,18877,17181,211,589,206,27,17289,1588
"6.29090",6,65,"California","Riverside County",6,2296956,1853195,161004,42908,153652,9798,1217656,1079300
"6.29223",6,67,"California","Sacramento County",6,1463149,950829,158598,22769,227450,17440,1137053,326096
"6.29356",6,69,"California","San Benito County",6,57594,51054,747,1769,1957,208,24208,33386
"6.29489",6,71,"California","San Bernardino County",6,2093306,1622345,199715,42371,149259,9618,1023763,1069543
"6.29622",6,73,"California","San Diego County",6,3222558,2466509,179257,42412,379411,19351,2161357,1061201
"6.29755",6,75,"California","San Francisco County",6,841138,455069,49859,7000,290643,3945,712427,128711
"6.29888",6,77,"California","San Joaquin County",6,705027,482120,56852,13979,111260,5144,422339,282688
"6.30021",6,79,"California","San Luis Obispo County",6,276284,246458,6084,3821,10261,561,216092,60192
"6.30154",6,81,"California","San Mateo County",6,750489,473614,22566,6411,203012,11928,560430,190059
"6.30287",6,83,"California","Santa Barbara County",6,436076,375416,10385,9523,24569,1035,243897,192179
"6.30420",6,85,"California","Santa Clara County",6,1871107,1065546,54123,24885,643013,8983,1372371,498736
"6.30553",6,87,"California","Santa Cruz County",6,269444,236813,3834,4754,12884,490,180663,88781
"6.30686",6,89,"California","Shasta County",6,179137,158950,1793,5560,5078,328,162750,16387
"6.30819",6,91,"California","Sierra County",6,3040,2881,12,56,13,4,2762,278
"6.30952",6,93,"California","Siskiyou County",6,43773,38259,646,2051,565,125,38726,5047
"6.31085",6,95,"California","Solano County",6,425219,258189,63235,5306,65834,4323,317956,107263
"6.31218",6,97,"California","Sonoma County",6,495432,434102,9421,10860,20752,1864,367205,128227
"6.31351",6,99,"California","Stanislaus County",6,526286,443963,16952,10010,30773,4612,297448,228838
"6.31484",6,101,"California","Sutter County",6,95287,71023,2279,2166,15465,391,67086,28201
"6.31617",6,103,"California","Tehama County",6,63130,57465,561,2096,794,111,48333,14797
"6.31750",6,105,"California","Trinity County",6,13444,11875,77,682,115,23,12470,974
"6.31883",6,107,"California","Tulare County",6,454725,402144,10017,12552,18066,1039,171107,283618
"6.32016",6,109,"California","Tuolumne County",6,53911,49118,1127,1187,665,104,47870,6041
